FAMILY CODE,ICD Code
1314-02E-04A-0301C,K27.0
1314-027-04A-01007,K27.0
1314-091-04A-02069,K27.0
1314-091-04A-0200E,K27.0
1314-091-04A-01069,K27.0
1314-091-04A-0100E,K27.0
1314-09C-04A-0200E,K27.0
1314-09C-04A-0100E,K27.0
1314-027-04A-0100E,K27.1
1314-050-033-0100A,K27.1
1314-027-04A-0200E,K27.1
1314-027-04A-0101C,K27.1
1314-027-04A-0201C,K27.1
1314-02E-04A-0301C,K27.1
1314-027-04A-01007,K27.1
1314-091-04A-02069,K27.1
1314-091-04A-0200E,K27.1
1314-091-04A-01069,K27.1
1314-091-04A-0100E,K27.1
1314-09C-04A-0200E,K27.1
1314-09C-04A-0100E,K27.1
1314-027-04A-0100E,K27.4
1314-050-033-0100A,K27.4
1314-027-04A-0200E,K27.4
1314-027-04A-0101C,K27.4
1314-027-04A-0201C,K27.4
1314-02E-04A-0301C,K27.4
1314-027-04A-01007,K27.4
1314-091-04A-02069,K27.4
1314-091-04A-0200E,K27.4
1314-091-04A-01069,K27.4
1314-091-04A-0100E,K27.4
1314-09C-04A-0200E,K27.4
1314-09C-04A-0100E,K27.4
1314-027-04A-0100E,K27.5
1314-050-033-0100A,K27.5
1314-027-04A-0200E,K27.5
1314-027-04A-0101C,K27.5
1314-027-04A-0201C,K27.5
1314-02E-04A-0301C,K27.5
1314-027-04A-01007,K27.5
1314-091-04A-02069,K27.5
1314-091-04A-0200E,K27.5
1314-091-04A-01069,K27.5
1314-091-04A-0100E,K27.5
1314-09C-04A-0200E,K27.5
1314-09C-04A-0100E,K27.5
1314-027-04A-0100E,K27.7
1314-050-033-0100A,K27.7
1314-027-04A-0200E,K27.7
1314-027-04A-0101C,K27.7
1314-027-04A-0201C,K27.7
1314-02E-04A-0301C,K27.7
1314-027-04A-01007,K27.7
1314-091-04A-02069,K27.7
1314-091-04A-0200E,K27.7
1314-091-04A-01069,K27.7
1314-091-04A-0100E,K27.7
1314-09C-04A-0200E,K27.7
1314-09C-04A-0100E,K27.7
1314-027-04A-0100E,K27.9
1314-050-033-0100A,K27.9
1314-027-04A-0200E,K27.9
1314-027-04A-0101C,K27.9
1314-027-04A-0201C,K27.9
1314-02E-04A-0301C,K27.9
1314-027-04A-01007,K27.9
1314-091-04A-02069,K27.9
1314-091-04A-0200E,K27.9
1314-091-04A-01069,K27.9
1314-091-04A-0100E,K27.9
1314-09C-04A-0200E,K27.9
1314-09C-04A-0100E,K27.9
1314-027-04A-0100E,K29.00
1314-050-033-0100A,K29.00
1314-027-04A-0200E,K29.00
1314-027-04A-0101C,K29.00
1314-027-04A-0201C,K29.00
1314-02E-04A-0301C,K29.00
1314-027-04A-01007,K29.00
1314-091-04A-02069,K29.00
1314-091-04A-0200E,K29.00
1314-091-04A-01069,K29.00
1314-091-04A-0100E,K29.00
1314-09C-04A-0200E,K29.00
1314-09C-04A-0100E,K29.00
1314-027-04A-0100E,K29.40
1314-050-033-0100A,K29.40
1314-027-04A-0200E,K29.40
1314-027-04A-0101C,K29.40
1314-027-04A-0201C,K29.40
1314-02E-04A-0301C,K29.40
1314-027-04A-01007,K29.40
1314-091-04A-02069,K29.40
1314-091-04A-0200E,K29.40
1314-091-04A-01069,K29.40
1314-091-04A-0100E,K29.40
1314-09C-04A-0200E,K29.40
1314-09C-04A-0100E,K29.40
1314-027-04A-0100E,K29.50
1314-050-033-0100A,K29.50
1314-027-04A-0200E,K29.50
1314-027-04A-0101C,K29.50
1314-027-04A-0201C,K29.50
1314-02E-04A-0301C,K29.50
1314-027-04A-01007,K29.50
1314-091-04A-02069,K29.50
1314-091-04A-0200E,K29.50
1314-091-04A-01069,K29.50
1314-091-04A-0100E,K29.50
1314-09C-04A-0200E,K29.50
1314-09C-04A-0100E,K29.50
1314-027-04A-0100E,K29.60
1314-050-033-0100A,K29.60
1314-027-04A-0200E,K29.60
1314-027-04A-0101C,K29.60
1314-027-04A-0201C,K29.60
1314-02E-04A-0301C,K29.60
1314-027-04A-01007,K29.60
1314-091-04A-02069,K29.60
1314-091-04A-0200E,K29.60
1314-091-04A-01069,K29.60
1314-091-04A-0100E,K29.60
1314-09C-04A-0200E,K29.60
1314-09C-04A-0100E,K29.60
1314-027-04A-0100E,K29.61
1314-050-033-0100A,K29.61
1314-027-04A-0200E,K29.61
1314-027-04A-0101C,K29.61
1314-027-04A-0201C,K29.61
1314-02E-04A-0301C,K29.61
1314-027-04A-01007,K29.61
1314-091-04A-02069,K29.61
1314-091-04A-0200E,K29.61
1314-091-04A-01069,K29.61
1314-091-04A-0100E,K29.61
1314-09C-04A-0200E,K29.61
1314-09C-04A-0100E,K29.61
1314-027-04A-0100E,K29.70
1314-050-033-0100A,K29.70
1314-027-04A-0200E,K29.70
1314-027-04A-0101C,K29.70
1314-027-04A-0201C,K29.70
1314-02E-04A-0301C,K29.70
1314-027-04A-01007,K29.70
1314-091-04A-02069,K29.70
1314-091-04A-0200E,K29.70
1314-091-04A-01069,K29.70
1314-091-04A-0100E,K29.70
1314-09C-04A-0200E,K29.70
1314-09C-04A-0100E,K29.70
